fen,evaluation
r1b2rk1/pp1nq1b1/2p1n1pp/4pp2/2P1P2N/2N1B1P1/PPQ2PBP/1R1R2K1 b - - 1 16,65
r1b2rk1/pp1n1qb1/2p1n1pp/4pp2/2P1P2N/2N1B1P1/PPQ2PBP/1R1R2K1 w - - 2 17,55
r1b2rk1/pp1n1qb1/2p1n1pp/4pP2/2P4N/2N1B1P1/PPQ2PBP/1R1R2K1 b - - 0 17,53
r1b2rk1/pp1n1qb1/2p1n2p/4pp2/2P4N/2N1B1P1/PPQ2PBP/1R1R2K1 w - - 0 18,53
r1b2rk1/pp1n1qb1/2p1n2p/4pp2/2P4N/2N1B1PB/PPQ2P1P/1R1R2K1 b - - 1 18,-79
r1b2rk1/pp1n1qb1/2p1n2p/4p3/2P2p1N/2N1B1PB/PPQ2P1P/1R1R2K1 w - - 0 19,-70
r1b2rk1/pp1n1qb1/2p1n1Qp/4p3/2P2p1N/2N1B1PB/PP3P1P/1R1R2K1 b - - 1 19,-294
r1b2rk1/pp1n1qb1/2p3Qp/4p1n1/2P2p1N/2N1B1PB/PP3P1P/1R1R2K1 w - - 2 20,-276
r1b2rk1/pp1B1qb1/2p3Qp/4p1n1/2P2p1N/2N1B1P1/PP3P1P/1R1R2K1 b - - 0 20,-315
r4rk1/pp1b1qb1/2p3Qp/4p1n1/2P2p1N/2N1B1P1/PP3P1P/1R1R2K1 w - - 0 21,-255
r4rk1/pp1b1Qb1/2p4p/4p1n1/2P2p1N/2N1B1P1/PP3P1P/1R1R2K1 b - - 0 21,-245
r5k1/pp1b1rb1/2p4p/4p1n1/2P2p1N/2N1B1P1/PP3P1P/1R1R2K1 w - - 0 22,-245
r5k1/pp1b1rb1/2p4p/4p1n1/2P2P1N/2N1B3/PP3P1P/1R1R2K1 b - - 0 22,-285
r5k1/pp1b1rb1/2p4p/6n1/2P2p1N/2N1B3/PP3P1P/1R1R2K1 w - - 0 23,-329
r5k1/pp1b1rb1/2p4p/6n1/2PB1p1N/2N5/PP3P1P/1R1R2K1 b - - 1 23,-343
r5k1/pp3rb1/2p4p/6n1/2PB1pbN/2N5/PP3P1P/1R1R2K1 w - - 2 24,-321
r5k1/pp3rb1/2p4p/6n1/2PB1pbN/2N5/PP1R1P1P/1R4K1 b - - 3 24,-535
r5k1/pp1r2b1/2p4p/6n1/2PB1pbN/2N5/PP1R1P1P/1R4K1 w - - 4 25,-515
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,31
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,33
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,34
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,47
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,51
rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,46
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,45
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,55
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,50
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,53
rnbqkb1r/1p2pppp/p2p1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 6,14
rnbqkb1r/1p3ppp/p2ppn2/8/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,18
rnbqkb1r/1p3ppp/p2ppn2/8/2BNP3/P1N5/1PP2PPP/R1BQK2R b KQkq - 0 7,22
rnbqk2r/1p2bppp/p2ppn2/8/2BNP3/P1N5/1PP2PPP/R1BQK2R w KQkq - 1 8,17
rnbqk2r/1p2bppp/p2ppn2/8/3NP3/P1N5/BPP2PPP/R1BQK2R b KQkq - 2 8,20
rnbq1rk1/1p2bppp/p2ppn2/8/3NP3/P1N5/BPP2PPP/R1BQK2R w KQ - 3 9,8
rnbq1rk1/1p2bppp/p2ppn2/8/3NP3/P1N5/BPP2PPP/R1BQ1RK1 b - - 4 9,-41
rnbq1rk1/4bppp/p2ppn2/1p6/3NP3/P1N5/BPP2PPP/R1BQ1RK1 w - - 0 10,-26
rnbq1rk1/4bppp/p2ppn2/1p6/3NPP2/P1N5/BPP3PP/R1BQ1RK1 b - - 0 10,-73
rn1q1rk1/1b2bppp/p2ppn2/1p6/3NPP2/P1N5/BPP3PP/R1BQ1RK1 w - - 1 11,-69
rn1q1rk1/1b2bppp/p2ppn2/1p3P2/3NP3/P1N5/BPP3PP/R1BQ1RK1 b - - 0 11,-147
rn1q1rk1/1b2bppp/p2p1n2/1p2pP2/3NP3/P1N5/BPP3PP/R1BQ1RK1 w - - 0 12,-45
rn1q1rk1/1b2bppp/p2p1n2/1p2pP2/4P3/P1N5/BPP1N1PP/R1BQ1RK1 b - - 1 12,-37
r2q1rk1/1b1nbppp/p2p1n2/1p2pP2/4P3/P1N5/BPP1N1PP/R1BQ1RK1 w - - 2 13,-35
r2q1rk1/1b1nbppp/p2p1n2/1p2pP2/4P3/P1N3N1/BPP3PP/R1BQ1RK1 b - - 3 13,-35
2rq1rk1/1b1nbppp/p2p1n2/1p2pP2/4P3/P1N3N1/BPP3PP/R1BQ1RK1 w - - 4 14,-16
2rq1rk1/1b1nbppp/p2p1n2/1p2pP2/4P3/P1N1B1N1/BPP3PP/R2Q1RK1 b - - 5 14,-66
2rq1rk1/1b2bppp/pn1p1n2/1p2pP2/4P3/P1N1B1N1/BPP3PP/R2Q1RK1 w - - 6 15,-60
2rq1rk1/1b2bppp/pB1p1n2/1p2pP2/4P3/P1N3N1/BPP3PP/R2Q1RK1 b - - 0 15,-101
2r2rk1/1b2bppp/pq1p1n2/1p2pP2/4P3/P1N3N1/BPP3PP/R2Q1RK1 w - - 0 16,-59
2r2rk1/1b2bppp/pq1p1n2/1p2pP2/4P3/P1N3N1/BPP3PP/R2Q1R1K b - - 1 16,-96
2r2rk1/1b2bppp/p2p1n2/1p2pP2/4P3/P1N1q1N1/BPP3PP/R2Q1R1K w - - 2 17,-71
2r2rk1/1b2bppp/p2p1n2/1p1NpP2/4P3/P3q1N1/BPP3PP/R2Q1R1K b - - 3 17,-65
2r2rk1/4bppp/p2p1n2/1p1bpP2/4P3/P3q1N1/BPP3PP/R2Q1R1K w - - 0 18,-68
2r2rk1/4bppp/p2p1n2/1p1BpP2/4P3/P3q1N1/1PP3PP/R2Q1R1K b - - 0 18,-81
2rb1rk1/5ppp/p2p1n2/1p1BpP2/4P3/P3q1N1/1PP3PP/R2Q1R1K w - - 1 19,-5
2rb1rk1/5ppp/p2p1n2/1p1BpP2/P3P3/4q1N1/1PP3PP/R2Q1R1K b - - 0 19,-55
2r2rk1/5ppp/pb1p1n2/1p1BpP2/P3P3/4q1N1/1PP3PP/R2Q1R1K w - - 1 20,33
2r2rk1/5ppp/pb1p1n2/1P1BpP2/4P3/4q1N1/1PP3PP/R2Q1R1K b - - 0 20,-9
2r2rk1/5ppp/1b1p1n2/1p1BpP2/4P3/4q1N1/1PP3PP/R2Q1R1K w - - 0 21,-62
2r2rk1/5ppp/Rb1p1n2/1p1BpP2/4P3/4q1N1/1PP3PP/3Q1R1K b - - 1 21,-74
2r2rk1/5ppp/Rb1p1n2/3BpP2/1p2P3/4q1N1/1PP3PP/3Q1R1K w - - 0 22,-57
2r2rk1/5ppp/Rb1p1n2/3BpP1N/1p2P3/4q3/1PP3PP/3Q1R1K b - - 1 22,-113
2r2rk1/5ppp/Rb1p4/3npP1N/1p2P3/4q3/1PP3PP/3Q1R1K w - - 0 23,-33
2r2rk1/5ppp/Rb1p4/3npP1N/1p2P1Q1/4q3/1PP3PP/5R1K b - - 1 23,-143
2r2rk1/5p1p/Rb1p2p1/3npP1N/1p2P1Q1/4q3/1PP3PP/5R1K w - - 0 24,-89
2r2rk1/5p1p/Rb1p2p1/3PpP1N/1p4Q1/4q3/1PP3PP/5R1K b - - 0 24,-55
5rk1/5p1p/Rb1p2p1/3PpP1N/1p4Q1/4q3/1Pr3PP/5R1K w - - 0 25,-86
5rk1/5p1p/Rb1p2P1/3Pp2N/1p4Q1/4q3/1Pr3PP/5R1K b - - 0 25,-50
5rk1/5p2/Rb1p2p1/3Pp2N/1p4Q1/4q3/1Pr3PP/5R1K w - - 0 26,-48
5rk1/5p2/Rb1p1Np1/3Pp3/1p4Q1/4q3/1Pr3PP/5R1K b - - 1 26,-71
5r2/5pk1/Rb1p1Np1/3Pp3/1p4Q1/4q3/1Pr3PP/5R1K w - - 2 27,-59
5r2/5pk1/Rb1p2p1/3Pp2N/1p4Q1/4q3/1Pr3PP/5R1K b - - 3 27,-65
5r2/5p2/Rb1p2pk/3Pp2N/1p4Q1/4q3/1Pr3PP/5R1K w - - 4 28,-74
5r2/5p2/Rb1p1Npk/3Pp3/1p4Q1/4q3/1Pr3PP/5R1K b - - 5 28,-86
5r2/5p2/Rb1p1Npk/3Pp3/1p4Q1/4q3/1P3rPP/5R1K w - - 6 29,-121
5r2/5p2/1b1p1Npk/3Pp3/1p4Q1/4q3/1P3rPP/R4R1K b - - 7 29,-154
r7/5p2/1b1p1Npk/3Pp3/1p4Q1/4q3/1P3rPP/R4R1K w - - 8 30,-166
r7/5p2/1b1p1Npk/3Pp3/1Q6/4q3/1P3rPP/R4R1K b - - 0 30,-323
r7/5pk1/1b1p1Np1/3Pp3/1Q6/4q3/1P3rPP/R4R1K w - - 1 31,-318
r7/5pk1/1b1Q1Np1/3Pp3/8/4q3/1P3rPP/R4R1K b - - 0 31,-474
r7/5pk1/1b1Q1Np1/3Pp3/8/8/1P2qrPP/R4R1K w - - 1 32,-500
r3N3/5pk1/1b1Q2p1/3Pp3/8/8/1P2qrPP/R4R1K b - - 2 32,-469
4r3/5pk1/1b1Q2p1/3Pp3/8/8/1P2qrPP/R4R1K w - - 0 33,-486
4r3/5pk1/1b1Q2p1/3Pp3/8/8/1P2qrPP/R3R2K b - - 1 33,-606
4r3/5pk1/1b1Q2p1/3Pp3/6q1/8/1P3rPP/R3R2K w - - 2 34,-566
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,31
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,35
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,34
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,52
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,45
rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,42
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,42
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,45
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,50
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,52
rnbqkb1r/1p2pppp/p2p1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,26
rnbqkb1r/1p3ppp/p2ppn2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7,30
rnbqkb1r/1p3ppp/p2ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R b KQkq - 0 7,23
rnb1kb1r/1p3ppp/pq1ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq - 1 8,40
rnb1kb1r/1p3ppp/pq1ppn2/6B1/3NPP2/2N5/PPPQ2PP/R3KB1R b KQkq - 2 8,28
rnb1kb1r/1p3ppp/p2ppn2/6B1/3NPP2/2N5/PqPQ2PP/R3KB1R w KQkq - 0 9,38
rnb1kb1r/1p3ppp/p2ppn2/6B1/3NPP2/2N5/PqPQ2PP/1R2KB1R b Kkq - 1 9,38
rnb1kb1r/1p3ppp/p2ppn2/6B1/3NPP2/q1N5/P1PQ2PP/1R2KB1R w Kkq - 2 10,27
rnb1kb1r/1p3ppp/p2ppn2/4P1B1/3N1P2/q1N5/P1PQ2PP/1R2KB1R b Kkq - 0 10,-19
rnb1kb1r/1p3ppp/p3pn2/4p1B1/3N1P2/q1N5/P1PQ2PP/1R2KB1R w Kkq - 0 11,-28
rnb1kb1r/1p3ppp/p3pn2/4P1B1/3N4/q1N5/P1PQ2PP/1R2KB1R b Kkq - 0 11,-57
rnb1kb1r/1p1n1ppp/p3p3/4P1B1/3N4/q1N5/P1PQ2PP/1R2KB1R w Kkq - 1 12,-39
rnb1kb1r/1p1n1ppp/p3p3/4P1B1/2BN4/q1N5/P1PQ2PP/1R2K2R b Kkq - 2 12,-107
rnb1k2r/1p1n1ppp/p3p3/4P1B1/1bBN4/q1N5/P1PQ2PP/1R2K2R w Kkq - 3 13,-36
rnb1k2r/1p1n1ppp/p3p3/4P1B1/1bBN4/qRN5/P1PQ2PP/4K2R b Kkq - 4 13,-80
rnb1k2r/1p1n1ppp/p3p3/q3P1B1/1bBN4/1RN5/P1PQ2PP/4K2R w Kkq - 5 14,-113
rnb1k2r/1p1n1ppp/p3p3/q3P1B1/1bBN4/1RN5/P1PQ2PP/5RK1 b kq - 6 14,-108
rnb2rk1/1p1n1ppp/p3p3/q3P1B1/1bBN4/1RN5/P1PQ2PP/5RK1 w - - 7 15,-83
rnb2rk1/1p1n1ppp/p3N3/q3P1B1/1bB5/1RN5/P1PQ2PP/5RK1 b - - 0 15,-122
rnb2rk1/1p1n2pp/p3p3/q3P1B1/1bB5/1RN5/P1PQ2PP/5RK1 w - - 0 16,-133
rnb2rk1/1p1n2pp/p3B3/q3P1B1/1b6/1RN5/P1PQ2PP/5RK1 b - - 0 16,-155
rnb2r1k/1p1n2pp/p3B3/q3P1B1/1b6/1RN5/P1PQ2PP/5RK1 w - - 1 17,-240
rnb2R1k/1p1n2pp/p3B3/q3P1B1/1b6/1RN5/P1PQ2PP/6K1 b - - 0 17,-265
rnb2b1k/1p1n2pp/p3B3/q3P1B1/8/1RN5/P1PQ2PP/6K1 w - - 0 18,-304
rnb2b1k/1p1n2pp/p3B3/q3P1B1/5Q2/1RN5/P1P3PP/6K1 b - - 1 18,-289
r1b2b1k/1p1n2pp/p1n1B3/q3P1B1/5Q2/1RN5/P1P3PP/6K1 w - - 2 19,-261
r1b2b1k/1p1n1Qpp/p1n1B3/q3P1B1/8/1RN5/P1P3PP/6K1 b - - 3 19,-313
r1b2b1k/1p1n1Qpp/p1n1B3/2q1P1B1/8/1RN5/P1P3PP/6K1 w - - 4 20,-369
r1b2b1k/1p1n1Qpp/p1n1B3/2q1P1B1/8/1RN5/P1P3PP/7K b - - 5 20,-384
r1b2b1k/1p3Qpp/p1n1Bn2/2q1P1B1/8/1RN5/P1P3PP/7K w - - 6 21,-348
r1B2b1k/1p3Qpp/p1n2n2/2q1P1B1/8/1RN5/P1P3PP/7K b - - 0 21,-406
r1B2b1k/1p3Qpp/p4n2/2q1n1B1/8/1RN5/P1P3PP/7K w - - 0 22,-415
r1B2b1k/1p4pp/p3Qn2/2q1n1B1/8/1RN5/P1P3PP/7K b - - 1 22,-458
r1B2b1k/1p4pp/p3Qn2/2q3B1/6n1/1RN5/P1P3PP/7K w - - 2 23,-456
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,14
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,12
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,11
rnbqkb1r/pppppp1p/5np1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,25
rnbqkb1r/pppppp1p/5np1/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,-4
rnbqk2r/ppppppbp/5np1/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,4
rnbqk2r/ppppppbp/5np1/6B1/3P4/5N2/PPPNPPPP/R2QKB1R b KQkq - 3 4,-2
rnbqk2r/pp1pppbp/5np1/2p3B1/3P4/5N2/PPPNPPPP/R2QKB1R w KQkq - 0 5,-3
rnbqk2r/pp1pppbp/5np1/2p3B1/3P4/2P2N2/PP1NPPPP/R2QKB1R b KQkq - 0 5,-3
rnbqk2r/pp1pppbp/5np1/6B1/3p4/2P2N2/PP1NPPPP/R2QKB1R w KQkq - 0 6,-3
rnbqk2r/pp1pppbp/5np1/6B1/3P4/5N2/PP1NPPPP/R2QKB1R b KQkq - 0 6,-3
r1bqk2r/pp1pppbp/2n2np1/6B1/3P4/5N2/PP1NPPPP/R2QKB1R w KQkq - 1 7,0
r1bqk2r/pp1pppbp/2n2np1/6B1/3P4/4PN2/PP1N1PPP/R2QKB1R b KQkq - 0 7,-4
r1bq1rk1/pp1pppbp/2n2np1/6B1/3P4/4PN2/PP1N1PPP/R2QKB1R w KQ - 1 8,-4
r1bq1rk1/pp1pppbp/2n2np1/6B1/3P4/P3PN2/1P1N1PPP/R2QKB1R b KQ - 0 8,-19
r1bq1rk1/pp1pppb1/2n2npp/6B1/3P4/P3PN2/1P1N1PPP/R2QKB1R w KQ - 0 9,-19
r1bq1rk1/pp1pppb1/2n2npp/8/3P3B/P3PN2/1P1N1PPP/R2QKB1R b KQ - 1 9,-25
r1bq1rk1/pp2ppb1/2np1npp/8/3P3B/P3PN2/1P1N1PPP/R2QKB1R w KQ - 0 10,-17
r1bq1rk1/pp2ppb1/2np1npp/8/2BP3B/P3PN2/1P1N1PPP/R2QK2R b KQ - 1 10,-26
r2q1rk1/pp2ppb1/2np1npp/5b2/2BP3B/P3PN2/1P1N1PPP/R2QK2R w KQ - 2 11,-17
r2q1rk1/pp2ppb1/2np1npp/5b2/2BP3B/P3PN1P/1P1N1PP1/R2QK2R b KQ - 0 11,-24
2rq1rk1/pp2ppb1/2np1npp/5b2/2BP3B/P3PN1P/1P1N1PP1/R2QK2R w KQ - 1 12,6
2rq1rk1/pp2ppb1/2np1npp/5b2/2BP3B/P3PN1P/1P1N1PP1/R2Q1RK1 b - - 2 12,1
2rq1rk1/pp3pb1/2np1npp/4pb2/2BP3B/P3PN1P/1P1N1PP1/R2Q1RK1 w - - 0 13,14
2rq1rk1/pp3pb1/2np1npp/4pb2/2BPP2B/P4N1P/1P1N1PP1/R2Q1RK1 b - - 0 13,15
2rq1rk1/pp1b1pb1/2np1npp/4p3/2BPP2B/P4N1P/1P1N1PP1/R2Q1RK1 w - - 1 14,29
2rq1rk1/pp1b1pb1/2np1npp/4P3/2B1P2B/P4N1P/1P1N1PP1/R2Q1RK1 b - - 0 14,-28
2rq1rk1/pp1b1pb1/2n2npp/4p3/2B1P2B/P4N1P/1P1N1PP1/R2Q1RK1 w - - 0 15,-18
2rq1rk1/pp1b1pb1/2n2npp/4p3/4P2B/P4N1P/BP1N1PP1/R2Q1RK1 b - - 1 15,-56
2rq1rk1/pp1b1pb1/2n2n1p/4p1p1/4P2B/P4N1P/BP1N1PP1/R2Q1RK1 w - - 0 16,-34
2rq1rk1/pp1b1pb1/2n2n1p/4p1p1/4P3/P4NBP/BP1N1PP1/R2Q1RK1 b - - 1 16,-46
2r2rk1/pp1bqpb1/2n2n1p/4p1p1/4P3/P4NBP/BP1N1PP1/R2Q1RK1 w - - 2 17,-26
2r2rk1/pp1bqpb1/2n2n1p/4p1p1/4P3/P4NBP/BP1N1PP1/R2QR1K1 b - - 3 17,-19
3r1rk1/pp1bqpb1/2n2n1p/4p1p1/4P3/P4NBP/BP1N1PP1/R2QR1K1 w - - 4 18,-1
3r1rk1/pp1bqpb1/2n2n1p/4p1p1/4P3/P5BP/BP1N1PPN/R2QR1K1 b - - 5 18,-114
3r1rk1/pp2qpb1/2n1bn1p/4p1p1/4P3/P5BP/BP1N1PPN/R2QR1K1 w - - 6 19,-104
3r1rk1/pp2qpb1/2n1Bn1p/4p1p1/4P3/P5BP/1P1N1PPN/R2QR1K1 b - - 0 19,-115
3r1rk1/pp3pb1/2n1qn1p/4p1p1/4P3/P5BP/1P1N1PPN/R2QR1K1 w - - 0 20,-100
3r1rk1/pp3pb1/2n1qn1p/4p1p1/4P3/P5BP/1P1N1PP1/R2QRNK1 b - - 1 20,-95
5rk1/pp3pb1/2n1qn1p/4p1p1/4P3/P2r2BP/1P1N1PP1/R2QRNK1 w - - 2 21,-51
5rk1/pp3pb1/2n1qn1p/4p1p1/4P3/P2rR1BP/1P1N1PP1/R2Q1NK1 b - - 3 21,-120
5rk1/pp1r1pb1/2n1qn1p/4p1p1/4P3/P3R1BP/1P1N1PP1/R2Q1NK1 w - - 4 22,-84
5rk1/pp1r1pb1/2n1qn1p/4p1p1/4P3/PQ2R1BP/1P1N1PP1/R4NK1 b - - 5 22,-68
5rk1/pp1rqpb1/2n2n1p/4p1p1/4P3/PQ2R1BP/1P1N1PP1/R4NK1 w - - 6 23,-62
5rk1/pp1rqpb1/2n2n1p/4p1p1/4P3/PQ2RNBP/1P3PP1/R4NK1 b - - 7 23,-41
3r2k1/pp1rqpb1/2n2n1p/4p1p1/4P3/PQ2RNBP/1P3PP1/R4NK1 w - - 8 24,-43
3r2k1/pp1rqpb1/2n2n1p/4p1p1/4P3/PQ2RNBP/1P3PP1/4RNK1 b - - 9 24,-107
3r2k1/pp1rqpb1/2n4p/4p1pn/4P3/PQ2RNBP/1P3PP1/4RNK1 w - - 10 25,-101
3r2k1/pp1rqpb1/2n4p/4p1pn/4P3/PQR2NBP/1P3PP1/4RNK1 b - - 11 25,-81
3r2k1/pp1r1pb1/2n2q1p/4p1pn/4P3/PQR2NBP/1P3PP1/4RNK1 w - - 12 26,-52
3r2k1/pp1r1pb1/2n2q1p/4p1pn/4P3/PQR1NNBP/1P3PP1/4R1K1 b - - 13 26,-60
3r2k1/pp1r1pb1/5q1p/4p1pn/3nP3/PQR1NNBP/1P3PP1/4R1K1 w - - 14 27,-36
3r2k1/pp1r1pb1/5q1p/4p1pn/3NP3/PQR1N1BP/1P3PP1/4R1K1 b - - 0 27,-114
3r2k1/pp1r1pb1/5q1p/6pn/3pP3/PQR1N1BP/1P3PP1/4R1K1 w - - 0 28,-93
3r2k1/pp1r1pb1/5q1p/6pn/3pP1N1/PQR3BP/1P3PP1/4R1K1 b - - 1 28,-117
3r2k1/pp1r1pb1/6qp/6pn/3pP1N1/PQR3BP/1P3PP1/4R1K1 w - - 2 29,-37
3r2k1/pp1r1pb1/6qp/6pn/3pP1N1/PQ1R2BP/1P3PP1/4R1K1 b - - 3 29,-109
3r2k1/pp1r1pb1/6qp/6p1/3pP1N1/PQ1R2nP/1P3PP1/4R1K1 w - - 0 30,-41
3r2k1/pp1r1pb1/6qp/6p1/3pP1N1/PQ1R2PP/1P4P1/4R1K1 b - - 0 30,-40
3r2k1/ppr2pb1/6qp/6p1/3pP1N1/PQ1R2PP/1P4P1/4R1K1 w - - 1 31,-38
3r2k1/ppr2pb1/6qp/6p1/3pP3/PQ1R2PP/1P3NP1/4R1K1 b - - 2 31,-37
2r3k1/ppr2pb1/6qp/6p1/3pP3/PQ1R2PP/1P3NP1/4R1K1 w - - 3 32,6
2r3k1/ppr2pb1/6qp/6p1/3pP3/PQ1R2PP/1P2RNP1/6K1 b - - 4 32,-71
2r3k1/pp3pb1/6qp/6p1/3pP3/PQ1R2PP/1P2RNP1/2r3K1 w - - 5 33,-1
2r3k1/pp3pb1/6qp/6p1/3pP3/PQ1R2PP/1P2RNPK/2r5 b - - 6 33,1
2r3k1/pp3pb1/6q1/6pp/3pP3/PQ1R2PP/1P2RNPK/2r5 w - - 0 34,18
2r3k1/pQ3pb1/6q1/6pp/3pP3/P2R2PP/1P2RNPK/2r5 b - - 0 34,-33
2r3k1/pQ3p2/6q1/4b1pp/3pP3/P2R2PP/1P2RNPK/2r5 w - - 1 35,-56
2r3k1/p4p2/6q1/3Qb1pp/3pP3/P2R2PP/1P2RNPK/2r5 b - - 2 35,-287
2r3k1/p4p2/6q1/2rQb1pp/3pP3/P2R2PP/1P2RNPK/8 w - - 3 36,-98
2r3k1/p2Q1p2/6q1/2r1b1pp/3pP3/P2R2PP/1P2RNPK/8 b - - 4 36,-104
2r3k1/p2Q1p2/6q1/2r1b1p1/3pP2p/P2R2PP/1P2RNPK/8 w - - 0 37,-52
2r3k1/p2Q1p2/6q1/2r1b1p1/3pP2p/P2R2PP/1P2R1PK/7N b - - 1 37,-224
2r3k1/p2Q1p2/6q1/4b1p1/3pP2p/P2R2PP/1P2R1PK/2r4N w - - 2 38,-200
2r3k1/p2Q1p2/6q1/4b1p1/3pP2p/P4RPP/1P2R1PK/2r4N b - - 3 38,-274
2r3k1/p2Q1p2/6q1/4b3/3pP1pp/P4RPP/1P2R1PK/2r4N w - - 0 39,-277
2r3k1/p4p2/6q1/4b3/3pP1Qp/P4RPP/1P2R1PK/2r4N b - - 0 39,-436
2r3k1/p4p2/8/4b3/3pP1qp/P4RPP/1P2R1PK/2r4N w - - 0 40,-445
2r3k1/p4p2/8/4b3/3pP1Pp/P4RP1/1P2R1PK/2r4N b - - 0 40,-478
2r5/p4pk1/8/4b3/3pP1Pp/P4RP1/1P2R1PK/2r4N w - - 1 41,-483
2r5/p4pk1/8/4bR2/3pP1Pp/P5P1/1P2R1PK/2r4N b - - 2 41,-9994
2r5/p4pk1/8/4bR2/3pP1Pp/P5P1/1P2R1PK/7r w - - 0 42,-9995
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-1
rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,27
rnbqkbnr/pppppp1p/6p1/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,30
rnbqk1nr/ppppppbp/6p1/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3,47
rnbqk1nr/ppppppbp/6p1/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,6
rnbqk1nr/pppp1pbp/6p1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4,7
rnbqk1nr/pppp1pbp/6p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 1 4,13
rnbqk1nr/ppp2pbp/3p2p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 5,25
rnbqk1nr/ppp2pbp/3p2p1/4p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR b KQkq - 0 5,7
rnbqk2r/ppp2pbp/3p1np1/4p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR w KQkq - 1 6,6
rnbqk2r/ppp2pbp/3p1np1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R b KQkq - 2 6,17
rnbq1rk1/ppp2pbp/3p1np1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQ - 3 7,14
